pvc_ID,pvc_EventType,TenantId,idleTimeSpent,CustomDataBlock.ContactId,formData.ddOPPMEL0,formData.currentState,formData.txtPrimaryEmail,formData.ddDeductible,formData.txtPolicyEffectiveDate,QuoteStatus,CustomDataBlock.Params,formData.protectionClass,formData.chkTerrorismCoverageApplies,formData.btnCancel,formData.btnSave,formData.txtCompanyName,formData.btnSubmit,formData.ddlUTMID,formData.zipCode,formData.TextBox2,formData.txtOfficePhone,PolicyBaseState,formData.btnConditions,formData.DropDownList1,formData.btnShowPopup,ErrorType,formData.ddlAppliedCredits,formData.txtZipCode,formData.ddlPropertyType,CustomDataBlock.YearOfBirth,formData.Logout,formData.ddlClassGroup,formData.previousbtn,formData.btnSubmission,ClaimNumber,CustomDataBlock.PhoneNumber,formData.ddlConstructionType,PolicyNumber,ClientIP,SaveDateTime,formData.txtClassificationCode,formData.ctl05,QuoteResponseTime,formData.btnCreateQuote,formData.city,formData.txtRelationshiptoPrimaryInsured,Event.Key,formData.TextBox1,CustomDataBlock.Email,formData.txtYearOfConstruction,formData.ddlCommunityClassification,formData.txtClassificationDescription,formData.ddlLLPO0,SessionId,formData.txtPolicyExpirationDate,formData.ddPOAL,formData.ddDeductibleType,Event.Action,CustomDataBlock.City,formData.ddOPND,formData.txtYBS,formData.clientAccounts,formData.trueAndCorrect,formData.txtEffectiveDate,AccountNumber,formData.ddlSegments,formData.txtOfficeFax,formData.ddlOrganizationType,CustomDataBlock.LastName,formData.ddlDropdown1,formData.txtPolicyProcedure,formData.chkAutomaticSprinklerSystem,ResourcePath,formData.txtAddressLine2,formData.lowPressure,formData.TxtLegalEntity,OriginatorName,eventType,EventName,UserId,ResourceReferrer,formData.ddEEJ,formData.streetLine1,formData.BtnBound,PremiumAmount,formData.addLocation,formData.txtBuildingNumber,formData.ddlType,PageName,formData.txtNaicstCode,formData.ddlRoofType,CustomDataBlock.DeviceInfo,CustomDataBlock.FirstName,UserAgent,formData.ddlAutomaticIncreasePercent,formData.txtNumberOfStories,formData.txtAddress1,formData.btnRemoveCoverage,formData.ddlClassification,formData.ddlLiabilityExposureBase,numberOfBuildings,formData.txtLimit,CustomDataBlock.UserRole,formData.LoanNumber,ErrorMessage,formData.ddlBusinessType,formData.txtAddressLine1,CustomDataBlock.TrackingId,CustomDataBlock.PostalCode,formData.nextbtn,formData.ddlState,formData.txtBusinessStarted,formData.ctl04,formData.btnAdditionalInsuredCoverages,formData.mortgagees,Identifiers,formData.productLine,Event.Message,formData.txtCity,formData.ddlBuildingLocation,QuoteNumber,formData.txtName,formData.territoryCode,formData.txtClaims,formData.txtOccupancySquareFootage,LineOfBusiness,ResourceName,formData.btnAdditionalCoverage,formData.ddEPIND,formData.streetLine2,formData.txtFEIN,formData.btnAll,formData.TextBox3,formData.txtAttn,formData.answers,formData.threeOrMoreLosses,formData.txtCompanyAddress,CustomDataBlock.BrowserInfo,CustomDataBlock.StreetAddress,formData.losses,formData.txtPolicyCode,formData.btnError,Event.Context,formData.ddlValuation,formData.ddlAgencyName,formData.txtBuildingDescription,CustomDataBlock.RequestCookies,formData.addBuilding,formData.fraudType,formData.txtAddress2,numberOfLocation,formData.numEmployees,formData.ddGAL,formData.policyEffectiveDate,formData.stateDropdown,formData.btnExclusions,formData.txtCountry,Approxpremiumamount,SiteName,Event.StatusCode,APIError,activesession,SourceSystem,UWName
13987,PageEvent,8,0.005613426,NULL,Sole Proprietors,NULL,NULL,"$2,500 ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:14.5,NULL,NULL,NULL,NULL,NULL,NULL,Button1,NULL,NULL,NULL,NULL,NULL,90,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,"$1,000,000 ",Per Occurrence,button-Tap,NULL,"$1,000,000 ",NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPBusinessOwnersDetails?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageView,button-Tap,Henry,NULL,"$5,000 ",NULL,NULL,NULL,NULL,NULL,NULL,BusinessOwnersCoverages,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,Next,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2,000,000 ",NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13988,PageEvent,8,0.012974537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Conditions,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:18.5,NULL,NULL,NULL,NULL,NULL,NULL,Button1,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,button-Tap,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPBusinessOwnersCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageView,button-Tap,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessOwnersAddlCoverages,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Additional Insured Coverages,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,Additional Coverage,NULL,NULL,NULL,All,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,Next,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exclusions,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13989,PageEvent,8,0.004212963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:22.6,NULL,NULL,NULL,NULL,NULL,NULL,streetLine1,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPBusinessOwnersAddlCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageEvent,textInput,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locations,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,1600 Arch Street,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13990,PageEvent,8,00:00:003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:22.6,NULL,NULL,NULL,NULL,NULL,NULL,streetLine2,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPBusinessOwnersAddlCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageEvent,textInput,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locations,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,600 Grant Street,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13991,PageEvent,8,0.008599537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:23.4,NULL,NULL,NULL,NULL,NULL,NULL,streetLine1,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPBusinessOwnersAddlCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageEvent,textInput,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locations,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,1600 Arch Street,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13992,PageEvent,8,00:00:002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:22.6,NULL,NULL,NULL,NULL,NULL,NULL,stateDropdown,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,dropdownTap,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPBusinessOwnersAddlCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageEvent,dropdownTap,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locations,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13993,PageEvent,8,00:00:002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:22.6,NULL,NULL,NULL,NULL,NULL,NULL,zipCode,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPBusinessOwnersAddlCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageEvent,textInput,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locations,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,15219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13994,PageEvent,8,00:00:002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:22.6,NULL,NULL,NULL,NULL,NULL,NULL,city,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPBusinessOwnersAddlCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageEvent,textInput,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locations,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,Pitsburg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13995,PageEvent,8,0.007858796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:27.8,NULL,NULL,NULL,NULL,NULL,NULL,streetLine2,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPBusinessOwnersAddlCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageEvent,textInput,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locations,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13996,PageEvent,8,0.003101852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:29.0,NULL,NULL,NULL,NULL,NULL,NULL,stateDropdown,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,dropdownTap,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPBusinessOwnersAddlCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageEvent,dropdownTap,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locations,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13997,PageEvent,8,0.002824074,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,15219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Previous,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:30.2,NULL,NULL,NULL,NULL,Pitsburg,NULL,nextbtn,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,button-Tap,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPBusinessOwnersAddlCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageView,button-Tap,Henry,NULL,NULL,1600 Arch Street,NULL,NULL,NULL,NULL,NULL,Locations,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Next,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,,NULL,NULL,Businessowners,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,Next,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PA,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13998,PageEvent,8,0.013020833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:36.0,NULL,NULL,NULL,NULL,NULL,NULL,Button2,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,button-Tap,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPLocations?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageView,button-Tap,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Location Coverages,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,Next,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
13999,PageEvent,8,0.015127315,NULL,NULL,Pennsylvania,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Previous,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:43.9,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,button-Tap,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPLocationAdditionalCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageView,button-Tap,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,StateSpecificInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Next,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,2500,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14000,PageEvent,8,0.003194444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:45.1,NULL,NULL,NULL,NULL,NULL,NULL,fraudType,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,dropdownTap,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPLocationAdditionalCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageEvent,dropdownTap,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,StateSpecificInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,50000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14001,PageEvent,8,0.00974537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,31:46.9,NULL,NULL,NULL,NULL,NULL,NULL,numEmployees,NULL,NULL,NULL,NULL,NULL,NULL,9974afce-8a4c-443b-98c5-f8c7cb607bdd,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/CLBOPLocationAdditionalCoverages?quotationNumber=QQ8130810000&accNumber=A00000008,NULL,NULL,NULL,CLQB,PageEvent,textInput,Henry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,StateSpecificInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ8130810000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
