PageViewContexID,SessionID,SessionIP,PageName,Refferer,userId,Date,Time,siteName,userAgent,logInfo,eventType,GeoIP,PageEvent,InteractionID,browser,BrowserCanJavaScript,DeviceUserAgent,DeviceSaveDateTime,BrowserHtml5VideoCanVideo,BrowserHtml5AudioCanAudio,CanTouchScreen,DeviceType,DeviceOperatingSystemModel,DeviceOperatingSystemVendor,DeviceVendor,HardwareDisplayWidth,HardwareDisplayHeight,DeviceIsSmartphone,IsBot,CustomerId,LOB,AccountNumber,QuotationNumber,TimeSpent
39594,0f137515-e67d-4050-8593-986e71f68741,124.40.245.188,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ8447910000,Marleen,7/1/2024, 10:20:21:693000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Michael White,QQ8447910000,None
39597,0f137515-e67d-4050-8593-986e71f68741,124.40.245.188,Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ8447910000&lob=Businessowners,Marleen,7/1/2024, 10:20:42:177000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Michael White,QQ8447910000,None
39599,0f137515-e67d-4050-8593-986e71f68741,124.40.245.188,BusinessOwners,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ8447910000&lob=Businessowners,Marleen,7/1/2024, 10:21:36:617000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Michael White,QQ8447910000,None
39603,0f137515-e67d-4050-8593-986e71f68741,124.40.245.188,Locations,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ8447910000&lob=Businessowners,Marleen,7/1/2024, 10:21:50:487000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Michael White,QQ8447910000,None
39606,0f137515-e67d-4050-8593-986e71f68741,124.40.245.188,StateSpecificInfo,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ8447910000&lob=Businessowners,Marleen,7/1/2024, 10:22:26:750000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Michael White,QQ8447910000,None
39608,0f137515-e67d-4050-8593-986e71f68741,124.40.245.188,BuildingDetails,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ8447910000&lob=Businessowners,Marleen,7/1/2024, 10:22:32:753000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Michael White,QQ8447910000,None
39609,0f137515-e67d-4050-8593-986e71f68741,124.40.245.188,Blankets,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ8447910000&lob=Businessowners,Marleen,7/1/2024, 10:27:13:123000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Michael White,QQ8447910000,None
39610,0f137515-e67d-4050-8593-986e71f68741,124.40.245.188,Mortgagee,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ8447910000&lob=Businessowners,Marleen,7/1/2024, 10:27:16:843000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Michael White,QQ8447910000,None
39615,0f137515-e67d-4050-8593-986e71f68741,124.40.245.188,UWQuestions,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ8447910000&lob=Businessowners,Marleen,7/1/2024, 10:28:12:520000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Michael White,QQ8447910000,None
38291,10755135-08b1-4acc-9c81-a9af095e2b10,49.37.161.129,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Emily%20Brown&quotationNumber=QQ6748610000,Quinn,6/30/2024, 11:9:26:683000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",PageView,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Emily Brown,QQ6748610000,None
39072,10c4a8c9-051a-4384-8d8e-03555a59c947,157.45.159.153,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Emily%20Brown&quotationNumber=QQ2940310000,Kelly,6/30/2024, 12:45:9:590000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Emily Brown,QQ2940310000,None
39076,10c4a8c9-051a-4384-8d8e-03555a59c947,157.45.159.153,CA Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Emily%20Brown&quotationNumber=QQ2940310000&lob=Commercial%20Auto,Kelly,6/30/2024, 12:45:43:887000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Auto,Emily Brown,QQ2940310000,None
39079,10c4a8c9-051a-4384-8d8e-03555a59c947,157.45.159.153,CA Commercial Auto,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Emily%20Brown&quotationNumber=QQ2940310000&lob=Commercial%20Auto,Kelly,6/30/2024, 12:46:54:37000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Auto,Emily Brown,QQ2940310000,None
39082,10c4a8c9-051a-4384-8d8e-03555a59c947,157.45.159.153,CA Location Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Emily%20Brown&quotationNumber=QQ2940310000&lob=Commercial%20Auto,Kelly,6/30/2024, 12:47:3:490000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Auto,Emily Brown,QQ2940310000,None
39086,10c4a8c9-051a-4384-8d8e-03555a59c947,157.45.159.153,CA State Specific Info,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Emily%20Brown&quotationNumber=QQ2940310000&lob=Commercial%20Auto,Kelly,6/30/2024, 12:47:26:20000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Auto,Emily Brown,QQ2940310000,None
39089,10c4a8c9-051a-4384-8d8e-03555a59c947,157.45.159.153,CA Vehicles,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Emily%20Brown&quotationNumber=QQ2940310000&lob=Commercial%20Auto,Kelly,6/30/2024, 12:47:32:800000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Auto,Emily Brown,QQ2940310000,None
39091,10c4a8c9-051a-4384-8d8e-03555a59c947,157.45.159.153,CA Symbols,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Emily%20Brown&quotationNumber=QQ2940310000&lob=Commercial%20Auto,Kelly,6/30/2024, 12:47:45:447000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Auto,Emily Brown,QQ2940310000,None
38550,10d43a3d-a0bc-4a6c-991f-a222d0d68bce,49.37.161.129,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Liam%20Anderson&quotationNumber=QQ6129110000,Nidan,6/30/2024, 11:30:52:597000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",PageView,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Liam Anderson,QQ6129110000,None
38506,11aa1b33-5ef6-4f8f-9be2-67b9e88ed145,49.37.161.129,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Olivia%20Martinez&quotationNumber=QQ7397310000,Hudson,6/30/2024, 11:27:34:150000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",PageView,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Olivia Martinez,QQ7397310000,None
39426,11f37c9f-afe9-4894-b3d4-86f6ccf66c00,157.45.131.221,WC Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Sophia%20Taylor&quotationNumber=QQ6535610000,Robert,6/30/2024, 14:41:26:317000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',WorkersCompensation,Sophia Taylor,QQ6535610000,None
39428,11f37c9f-afe9-4894-b3d4-86f6ccf66c00,157.45.131.221,WC Location,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Sophia%20Taylor&quotationNumber=QQ6535610000,Robert,6/30/2024, 14:43:16:157000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',WorkersCompensation,Sophia Taylor,QQ6535610000,None
40349,123d9b17-34c6-4903-b6be-0a65321609c3,106.51.190.251,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=John%20Doe&quotationNumber=QQ8424610000,Robert,7/2/2024, 7:53:40:787000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",PageView,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,John Doe,QQ8424610000,None
39475,13662015-2613-40be-8228-817c28b09b8a,157.45.154.168,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Sophia%20Taylor&quotationNumber=QQ6717510000,William,6/30/2024, 15:19:16:893000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Sophia Taylor,QQ6717510000,None
39479,13662015-2613-40be-8228-817c28b09b8a,157.45.154.168,Umbrella Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Sophia%20Taylor&quotationNumber=QQ6717510000&lob=Commercial%20Umbrella,William,6/30/2024, 15:19:59:437000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Umbrella,Sophia Taylor,QQ6717510000,None
39482,13662015-2613-40be-8228-817c28b09b8a,157.45.145.78,Umbrella Line Coverages,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Sophia%20Taylor&quotationNumber=QQ6717510000&lob=Commercial%20Umbrella,William,6/30/2024, 15:21:32:950000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Umbrella,Sophia Taylor,QQ6717510000,None
39483,13662015-2613-40be-8228-817c28b09b8a,157.45.145.78,Umbrella Underlying Coverages,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Sophia%20Taylor&quotationNumber=QQ6717510000&lob=Commercial%20Umbrella,William,6/30/2024, 15:21:36:943000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Umbrella,Sophia Taylor,QQ6717510000,None
37696,143da434-6e9e-4eb7-a1e8-abc40ab42264,106.216.235.170,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Anil%27s%20Account&quotationNumber=QQ6475010000,Benjamin,6/30/2024, 9:55:11:460000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,"s Account""",QQ6475010000,None
37700,143da434-6e9e-4eb7-a1e8-abc40ab42264,106.216.235.170,Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Anil%27s%20Account&quotationNumber=QQ6475010000&lob=Businessowners,Benjamin,6/30/2024, 9:55:33:580000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,"s Account""",QQ6475010000,None
38307,1598cf85-dbf3-41de-9bdb-8f45653d558b,49.37.161.129,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ1930110000,Donald,6/30/2024, 11:11:47:700000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",PageView,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Alice Johnson,QQ1930110000,None
38311,1598cf85-dbf3-41de-9bdb-8f45653d558b,49.37.161.129,Umbrella Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ1930110000&lob=Commercial%20Umbrella,Donald,6/30/2024, 11:12:3:263000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",PageView,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Umbrella,Alice Johnson,QQ1930110000,None
38315,1598cf85-dbf3-41de-9bdb-8f45653d558b,49.37.161.129,Umbrella Line Coverages,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ1930110000&lob=Commercial%20Umbrella,Donald,6/30/2024, 11:12:20:667000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",TabClick,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Umbrella,Alice Johnson,QQ1930110000,None
38317,1598cf85-dbf3-41de-9bdb-8f45653d558b,49.37.161.129,Umbrella Underlying Coverages,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ1930110000&lob=Commercial%20Umbrella,Donald,6/30/2024, 11:12:27:727000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",TabClick,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Umbrella,Alice Johnson,QQ1930110000,None
38319,1598cf85-dbf3-41de-9bdb-8f45653d558b,49.37.161.129,Umbrella Review,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ1930110000&lob=Commercial%20Umbrella,Donald,6/30/2024, 11:12:34:267000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",TabClick,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Commercial Umbrella,Alice Johnson,QQ1930110000,None
